111	179	42	43
116	181	42	42
122	183	43	38
124	182	40	40
130	187	44	32
131	188	48	31
138	192	49	26
142	193	50	25
148	193	48	23
160	194	45	22
168	193	46	21
175	192	42	21
184	193	37	20
190	192	37	18
198	192	35	20
205	189	31	20
209	187	30	22
214	186	28	21
221	184	25	22
226	183	25	22
229	181	27	21
232	180	27	21
234	178	28	22
235	174	31	22
238	172	30	23
238	173	30	21
238	173	34	22
234	168	38	28
235	168	38	29
232	164	38	33
233	165	39	36
230	165	41	38
231	167	40	38
230	167	41	39
226	166	43	40
223	169	45	42
222	169	45	41
215	170	44	44
212	174	44	44
207	177	44	42
201	180	46	41
198	182	47	41
190	184	47	42
186	187	48	41
174	191	53	39
170	197	53	37
160	200	56	35
154	204	54	33
148	207	57	31
140	210	57	29
135	214	58	28
128	216	59	27
123	218	58	27
118	221	58	26
109	222	62	26
105	223	61	26
101	224	61	27
99	224	57	26
95	224	60	26
93	225	59	25
87	224	61	25
87	226	60	25
89	225	57	26
91	223	56	27
93	222	55	28
92	222	53	29
95	220	53	31
99	220	53	31
103	217	49	33
110	214	47	37
117	213	42	37
125	209	39	42
131	205	39	44
140	200	37	44
149	198	33	45
158	196	31	44
165	195	29	42
175	191	28	43
180	190	31	40
185	188	35	41
192	186	36	38
197	186	37	37
203	186	37	35
206	184	40	33
210	183	42	31
213	183	42	29
218	181	43	28
220	180	47	28
223	177	49	29
227	177	46	25
229	175	46	27
232	175	48	24
232	175	48	25
231	174	51	23
234	175	46	23
230	174	49	22
231	175	48	22
231	175	46	22
229	176	48	21
227	176	48	21
227	177	47	21
227	177	48	21
221	176	49	23
216	178	51	23
220	178	46	23
213	179	49	22
211	182	50	22
206	183	48	22
203	185	50	22
195	186	50	24
195	188	47	23
193	190	44	24
185	190	44	26
182	193	41	25
172	194	43	26
166	196	41	24
159	200	43	23
153	200	42	23
147	203	42	23
140	203	42	25
136	204	43	23
127	204	43	26
121	207	45	24
115	205	41	26
112	207	38	26
107	207	38	28
100	205	38	29
97	204	37	30
95	204	36	33
90	202	35	35
88	202	35	35
86	202	33	35
82	202	35	35
80	201	35	35
76	201	35	31
77	203	33	30
80	200	28	32
79	204	30	27
80	205	29	25
80	205	30	24
81	203	27	24
84	203	26	23
86	204	27	22
89	203	28	24
97	205	26	23
100	205	29	22
105	207	31	20
106	207	34	20
110	206	35	21
115	208	36	19
119	207	36	19
127	209	40	20
135	208	38	19
142	208	41	20
150	205	38	20
155	204	43	23
159	203	42	23
167	200	42	25
171	199	43	26
176	194	45	30
183	192	40	33
189	190	40	33
198	186	36	36
199	186	37	37
204	183	37	37
210	180	37	37
212	178	37	40
214	176	39	39
220	173	37	41
222	172	36	42
227	170	35	43
229	165	35	43
231	166	35	43
232	162	35	45
237	160	32	44
237	157	30	45
235	155	33	45
237	154	31	44
240	156	30	44
239	157	29	45
239	155	29	44
238	156	29	43
240	157	26	43
237	157	27	43
236	159	27	42
235	162	25	41
231	163	26	40
228	165	26	39
224	167	25	38
222	170	25	38
216	172	25	39
213	174	25	39
204	177	25	36
204	177	24	41
194	180	25	36
184	182	30	37
184	183	27	39
174	187	33	37
171	188	31	38
165	192	31	38
156	193	31	37
150	193	34	39
145	195	32	36
136	195	35	35
134	195	35	37
125	195	36	36
124	195	34	36
117	193	36	39
117	196	33	37
108	190	35	43
106	190	35	44
103	189	34	45
98	190	35	45
96	185	32	49
96	184	32	53
94	182	33	53
93	181	28	54
95	182	26	53
95	190	30	45
96	188	29	49
94	186	34	49
95	189	36	47
95	188	39	47
99	191	38	46
100	190	42	45
103	191	41	44
106	191	43	43
109	193	43	41
115	192	42	42
119	193	44	43
124	192	47	41
132	193	44	41
139	194	46	37
144	196	46	36
151	193	44	36
157	194	44	32
167	195	43	27
173	194	41	25
177	194	43	21
184	192	46	20
189	190	47	20
193	189	47	18
198	186	44	19
204	185	43	18
211	184	37	18
215	183	40	18
217	182	41	18
221	181	40	18
223	181	43	18
231	175	37	18
229	176	42	19
230	174	43	19
234	174	41	19
235	171	38	20
234	172	39	18
233	174	40	18
233	173	36	21
235	172	37	20
233	173	37	22
230	175	39	21
227	177	38	19
224	177	36	22
224	180	38	20
220	182	37	18
213	182	40	21
214	185	39	18
202	184	40	21
197	186	41	23
192	187	42	21
186	188	40	24
182	188	38	25
176	190	38	25
168	192	38	25
161	192	38	25
153	192	42	28
149	191	39	29
145	192	39	30
135	191	40	31
131	191	41	33
125	189	40	37
117	187	39	36
116	185	38	38
110	182	38	40
105	182	36	39
102	179	38	44
101	180	35	41
97	178	34	41
98	176	34	44
93	175	35	45
91	172	33	44
89	171	34	42
93	174	31	42
93	175	32	41
96	176	29	40
95	177	34	39
99	177	33	37
100	178	35	35
103	179	35	35
108	180	32	33
112	181	33	33
118	181	33	33
124	182	30	33
130	183	32	28
135	186	30	30
144	184	30	27
153	185	29	26
159	185	27	24
168	185	28	23
175	184	28	23
183	186	28	23
186	185	29	22
193	184	28	22
197	185	28	22
204	183	27	22
210	182	27	22
214	180	28	22
218	181	29	20
222	178	29	21
226	177	29	20
227	177	32	21
229	174	30	21
232	175	30	22
233	174	30	22
233	174	28	22
234	175	29	23
236	175	30	23
235	175	30	26
233	176	28	25
232	176	31	27
231	175	32	29
230	175	32	30
230	176	32	32
227	181	34	28
225	183	34	28
222	183	33	28
216	186	35	27
209	184	36	28
203	186	36	28
195	188	37	26
190	188	35	27
183	191	36	25
177	192	36	27
170	192	36	28
163	194	35	28
156	193	35	28
149	195	34	28
143	193	34	31
136	196	33	29
131	194	31	31
122	196	31	28
117	194	30	28
109	195	29	29
103	195	29	27
99	194	28	28
95	193	29	29
91	193	29	29
89	191	26	29
85	193	28	28
87	192	25	28
82	192	26	26
80	190	27	27
79	189	27	27
82	188	24	27
83	188	23	28
82	187	26	29
83	184	28	32
84	183	30	32
87	183	31	31
90	184	31	31
92	184	32	28
96	187	33	27
100	186	33	26
105	186	32	24
113	186	32	25
117	186	34	23
122	186	32	22
129	187	33	22
136	186	32	21
141	187	32	21
147	186	32	21
151	184	35	23
157	185	33	23
164	183	33	24
168	181	33	26
175	182	34	26
179	180	34	30
186	176	32	28
191	175	30	30
195	173	31	31
196	171	34	31
200	168	32	30
203	167	31	31
203	166	32	32
205	165	32	32
205	164	32	32
206	164	29	32
206	166	31	31
212	166	25	31
206	163	30	34
206	167	32	32
207	164	32	35
205	168	34	34
206	169	31	34
203	171	33	33
201	173	33	33
197	175	33	31
193	177	33	33
191	178	33	33
186	181	33	29
184	185	31	27
176	186	34	26
168	187	34	24
162	189	33	23
155	191	34	22
150	193	32	22
145	193	30	24
140	192	31	25
135	193	28	25
130	191	29	27
127	193	28	25
122	193	27	27
116	193	27	24
111	192	26	26
109	194	23	23
104	194	23	22
102	193	22	22
99	193	22	22
97	194	23	21
93	193	22	22
95	194	22	22
92	192	20	21
90	191	20	20
91	193	21	21
90	192	21	21
90	193	21	21
91	191	21	21
91	189	22	25
92	189	23	23
93	185	24	26
95	186	25	25
99	187	25	25
101	185	25	25
103	188	26	23
109	188	24	22
113	188	26	21
117	188	27	21
120	187	28	19
127	187	27	21
129	185	27	19
139	187	28	19
143	183	27	18
150	180	27	20
152	178	28	21
158	176	28	23
162	174	28	23
169	169	26	25
174	166	29	26
180	163	28	28
183	159	28	28
187	158	28	28
190	158	28	28
195	153	29	31
199	156	27	30
201	152	29	29
205	151	29	32
208	148	27	30
210	148	26	31
211	147	28	31
214	145	24	30
210	145	27	31
212	148	26	29
211	148	27	27
208	145	28	32
209	146	30	32
209	146	28	31
207	146	30	32
204	146	31	31
201	146	29	31
195	146	30	32
194	146	29	35
187	148	32	35
185	149	30	34
177	149	32	35
174	152	30	34
167	153	28	35
162	155	28	35
155	157	28	34
149	159	28	36
139	163	28	32
130	163	30	34
123	166	32	35
119	168	34	34
114	170	30	34
106	171	32	33
101	174	33	34
98	176	34	35
91	176	34	34
87	179	35	32
85	179	34	34
82	177	34	36
78	175	33	38
76	177	33	37
74	175	33	39
73	174	31	39
69	173	31	39
69	173	28	39
69	172	30	38
69	171	31	39
69	169	34	40
70	168	35	39
71	167	37	37
72	168	38	38
74	165	38	36
78	168	37	33
80	168	37	33
83	169	38	31
85	169	39	31
89	169	40	30
91	169	42	28
98	171	40	27
102	175	42	28
106	175	40	29
112	177	40	30
117	176	39	30
121	176	40	30
129	176	38	28
135	175	37	28
140	176	37	28
146	175	37	26
152	177	38	23
159	175	40	20
164	174	38	19
167	174	36	18
173	170	34	18
176	170	37	18
182	169	35	18
184	166	38	19
188	165	36	18
189	163	39	19
191	163	37	17
193	159	37	18
196	158	38	20
198	156	37	20
199	153	37	20
199	151	40	22
198	148	39	21
199	150	39	19
200	148	37	19
195	148	40	18
194	148	41	18
193	147	41	18
191	148	42	18
192	150	42	18
187	149	45	19
184	151	44	19
183	151	48	20
180	153	45	20
178	155	47	20
175	157	46	21
171	157	47	21
168	157	46	25
166	158	42	25
159	159	47	26
155	159	47	28
151	158	46	29
146	160	50	28
140	161	51	28
135	158	47	30
134	159	44	30
131	160	42	29
127	161	44	30
124	159	42	33
119	157	43	33
116	159	43	34
115	157	41	33
113	158	40	33
111	156	39	36
108	157	38	34
107	152	36	41
107	154	36	41
108	153	34	44
104	151	33	45
105	153	31	39
104	149	39	46
102	145	38	49
107	148	35	49
107	151	38	45
108	151	42	46
111	153	41	43
113	151	42	45
115	153	41	44
120	155	44	41
125	156	46	40
131	157	43	39
133	158	47	37
141	158	49	36
146	158	48	36
152	158	48	33
154	160	54	32
159	158	56	30
168	158	53	27
175	156	51	25
182	154	49	24
190	153	46	23
195	150	50	22
199	148	50	22
204	145	49	22
208	143	48	22
210	144	50	20
213	144	48	21
213	141	48	21
217	139	49	21
218	141	48	22
216	139	50	21
217	139	50	22
219	140	47	22
217	141	48	21
214	140	49	21
215	140	46	24
210	141	48	22
207	143	48	22
206	144	46	22
203	146	48	21
198	147	48	21
196	148	43	21
190	149	46	22
184	150	48	23
180	151	45	24
172	150	45	27
166	151	47	28
161	153	44	29
155	150	41	33
151	152	41	33
141	150	40	34
138	151	37	35
131	148	36	36
125	148	37	37
119	146	35	37
117	144	32	36
109	143	34	37
108	140	32	38
102	138	31	37
101	135	27	39
97	134	26	38
96	132	25	39
96	131	25	40
94	132	26	39
94	128	21	43
90	130	24	41
94	125	21	42
94	129	20	40
94	129	23	40
95	129	24	41
96	128	25	41
101	132	26	37
101	134	31	37
106	134	31	38
112	137	30	34
117	141	32	32
120	141	27	37
124	143	32	34
130	146	30	33
138	149	32	32
141	149	32	34
147	151	33	33
159	152	35	33
164	152	34	32
171	153	36	32
176	153	37	34
183	153	36	33
190	151	34	33
199	152	34	30
202	150	37	30
206	150	36	31
210	150	36	30
214	148	36	29
219	147	35	29
221	145	35	28
225	142	32	28
226	143	35	27
227	141	34	27
226	139	35	27
224	139	36	29
227	139	32	28
225	141	35	27
224	138	35	31
223	140	36	30
217	137	33	29
214	138	36	31
211	138	34	30
205	141	35	29
202	142	32	30
198	141	34	31
192	143	33	29
188	144	31	31
181	145	32	32
177	145	29	32
168	145	31	33
160	146	28	32
152	147	30	30
144	147	31	31
136	146	31	31
127	145	31	31
120	143	31	31
114	142	32	32
106	140	32	32
102	138	32	32
98	137	32	32
92	135	35	33
90	134	34	30
85	131	37	32
82	131	35	28
80	130	34	28
80	128	35	27
77	128	34	28
78	127	31	28
75	128	34	26
75	130	40	24
77	131	39	23
79	131	40	26
81	129	40	26
82	131	43	26
88	133	42	27
92	135	45	27
94	135	47	28
101	135	44	29
107	136	43	29
113	134	41	28
121	138	41	27
125	138	40	27
136	139	38	29
145	140	39	30
151	141	37	30
158	140	37	32
165	139	35	33
172	141	34	34
177	139	34	37
183	141	36	36
185	142	36	36
192	138	34	42
198	141	34	38
204	140	31	41
208	136	32	45
213	137	30	46
217	136	30	47
217	135	30	48
219	135	31	48
217	135	31	46
222	137	25	46
223	136	27	46
220	139	31	43
218	138	32	44
216	135	34	47
213	137	36	46
210	137	37	47
209	136	38	47
206	138	38	46
202	140	37	45
199	140	37	45
191	142	38	42
186	145	41	42
177	146	42	42
170	149	42	40
161	151	47	37
153	154	48	36
146	156	47	31
135	158	49	31
129	159	50	27
121	161	50	25
116	161	47	23
109	161	49	22
105	160	50	22
101	159	49	22
97	158	48	22
92	157	50	22
88	155	50	22
86	154	50	22
83	152	51	22
83	151	49	22
80	150	49	22
79	151	50	22
78	149	51	22
80	149	49	22
82	148	50	22
83	149	51	22
85	148	51	22
90	148	50	23
90	150	51	22
96	152	50	23
101	153	49	22
105	154	49	22
111	155	49	22
117	157	47	22
120	156	47	23
128	155	45	27
131	155	47	28
139	157	44	29
147	155	43	31
154	154	42	33
160	155	41	33
168	152	42	33
174	151	40	33
185	152	37	34
189	148	38	35
195	149	37	35
199	147	36	36
204	146	36	36
213	143	33	37
216	142	32	37
219	142	31	38
222	140	31	38
224	142	30	37
225	140	30	37
226	140	30	37
227	143	30	33
228	141	28	35
227	143	31	36
225	142	30	34
226	146	28	32
223	146	30	30
218	146	31	28
215	150	30	27
209	151	29	25
205	154	27	25
212	157	23	26
204	158	25	25
193	159	25	25
181	159	29	26
177	161	28	24
166	161	31	26
160	163	33	26
152	162	35	29
151	166	35	28
140	165	36	29
137	166	38	29
131	166	38	31
123	163	38	32
119	162	37	35
112	160	39	37
109	158	38	39
106	157	37	39
102	155	36	41
100	154	36	43
97	152	34	44
95	151	33	45
95	148	31	46
92	145	34	48
92	144	32	47
92	141	34	53
90	141	34	49
94	141	33	50
95	140	35	49
97	141	33	48
99	141	36	47
102	142	36	46
105	143	36	44
108	143	36	43
112	146	39	39
115	146	40	41
119	147	41	41
125	150	41	36
131	152	42	37
135	152	44	35
139	153	48	32
144	153	47	32
148	154	50	29
155	154	51	28
168	153	51	25
176	151	48	24
183	150	46	23
189	149	44	22
191	148	47	22
192	148	49	21
196	146	49	22
198	147	50	22
203	145	50	22
205	144	49	22
207	143	50	22
207	142	50	22
206	142	51	22
203	142	51	22
204	143	50	23
203	144	51	22
201	143	51	23
200	145	52	23
198	146	52	23
196	147	53	23
193	147	53	23
188	149	53	23
185	149	54	24
183	151	54	24
177	153	54	24
171	154	55	24
167	154	53	26
163	155	51	27
158	155	50	30
150	155	52	31
146	155	50	32
140	155	49	36
135	154	46	36
127	154	47	39
124	153	43	39
120	151	41	41
112	149	41	41
107	147	42	42
107	147	37	42
99	145	40	43
97	141	36	45
97	142	36	45
96	139	32	47
91	138	35	46
90	136	32	45
91	138	31	43
88	134	29	42
90	136	28	40
91	134	29	45
91	133	29	45
93	131	29	44
95	132	29	44
96	133	31	42
101	135	33	39
105	137	32	36
110	139	34	37
111	140	36	36
118	141	36	34
121	141	32	35
127	144	34	34
132	145	34	34
137	146	35	35
142	147	35	35
149	149	31	35
156	151	33	33
164	148	34	34
171	149	34	34
177	147	30	34
184	147	32	35
187	145	30	37
195	144	27	37
196	145	28	37
202	141	26	37
205	142	28	37
207	139	26	40
211	135	26	40
211	132	26	41
214	134	24	40
213	130	25	37
212	126	24	41
209	127	25	38
209	123	25	42
208	125	26	43
205	122	27	43
203	122	27	42
202	123	27	43
196	121	27	44
195	122	28	43
190	124	31	44
181	124	33	43
174	126	35	43
169	129	36	39
163	131	38	41
158	135	40	40
151	138	40	38
144	140	42	39
139	144	44	36
131	146	45	36
123	149	47	37
116	153	47	35
110	156	47	33
106	159	46	31
98	161	48	29
91	164	51	28
88	168	50	25
85	169	50	23
78	169	52	24
75	171	53	23
71	170	54	22
69	170	54	23
66	169	52	23
64	167	54	23
65	168	57	22
66	166	56	22
68	164	53	22
70	162	54	23
71	161	54	22
74	159	56	23
75	158	59	22
79	158	59	23
83	158	59	23
91	158	56	23
96	159	54	24
101	157	54	24
111	157	53	29
114	158	52	26
122	158	50	30
126	153	52	31
134	157	46	32
140	153	44	34
146	151	45	36
154	148	41	38
157	147	43	40
162	146	41	39
166	144	41	41
168	144	41	41
173	143	41	41
179	139	37	41
179	138	39	39
183	136	37	40
184	136	38	38
184	132	39	42
187	131	37	43
186	129	38	46
188	128	37	46
188	127	36	44
190	127	34	43
186	126	35	46
185	125	36	48
185	125	35	48
182	127	37	49
180	128	38	47
177	129	38	47
172	130	43	47
171	132	42	45
167	132	44	44
160	136	44	42
155	140	43	38
149	142	47	36
146	145	45	36
138	146	46	35
132	149	48	34
128	152	47	33
119	155	45	31
113	156	46	30
107	158	45	30
103	159	44	29
98	158	44	29
92	162	43	26
88	161	45	27
84	161	42	25
82	160	41	25
78	160	43	25
77	161	41	24
72	160	42	23
72	160	42	23
71	159	42	22
70	160	41	22
67	158	41	22
71	161	41	20
69	162	46	19
74	162	44	20
74	163	48	20
75	162	48	21
79	162	49	21
82	162	50	22
86	162	50	22
91	163	49	22
95	165	50	22
101	165	49	22
106	166	50	22
111	166	51	22
116	163	49	24
124	164	47	23
131	162	45	27
136	161	46	28
141	157	45	32
148	156	42	34
154	154	38	35
158	152	39	37
163	150	38	38
168	148	38	38
171	147	39	39
174	147	37	42
178	143	37	44
181	145	36	41
183	143	36	41
187	139	36	42
188	136	35	45
191	134	34	45
190	132	35	45
190	132	34	46
190	130	34	46
187	130	35	45
185	129	35	46
186	129	36	46
185	129	38	47
184	128	38	46
181	129	38	47
179	128	38	47
174	128	38	46
169	130	42	45
166	131	41	44
160	132	42	42
154	135	43	40
149	137	42	39
144	140	43	37
135	141	43	34
130	141	44	34
124	146	43	31
114	144	47	32
113	147	45	29
103	148	45	29
98	147	48	29
89	146	46	27
86	146	44	29
81	144	44	29
76	146	44	26
73	143	46	27
70	143	44	26
69	142	45	27
62	142	47	25
63	142	46	23
61	140	44	26
60	142	46	23
63	139	43	26
65	142	45	22
65	139	43	25
68	138	44	26
70	138	41	27
75	138	39	27
78	139	40	28
81	138	41	30
87	141	38	31
88	139	35	35
96	138	32	36
101	137	32	38
109	136	31	38
116	137	31	38
123	138	28	35
133	139	28	34
137	140	27	34
146	142	27	31
149	141	29	32
155	141	31	31
162	141	31	31
166	142	31	28
171	141	30	30
174	140	33	30
177	141	31	31
178	138	36	32
183	138	34	30
185	137	35	32
186	135	34	34
189	134	34	34
188	135	38	31
190	138	34	27
196	140	31	25
183	137	42	28
184	137	39	27
183	137	38	26
181	139	43	25
180	139	40	24
176	139	42	25
176	141	40	26
170	141	43	26
168	143	42	27
164	144	45	27
161	145	42	28
155	147	42	27
150	147	42	31
145	149	41	32
139	149	40	33
134	150	42	32
128	149	42	37
122	150	40	35
117	150	40	38
113	150	39	39
107	151	39	37
103	150	38	38
99	149	39	39
94	149	39	39
90	147	39	41
88	148	37	42
87	147	36	42
83	143	36	45
83	144	32	45
80	142	33	45
81	141	31	46
77	137	34	46
80	138	32	48
79	136	31	47
82	136	31	47
81	135	34	47
82	132	36	49
84	132	36	49
86	136	34	47
89	135	36	47
92	136	35	47
96	136	37	45
99	136	39	45
102	140	42	42
104	139	46	42
107	141	49	39
115	144	48	35
117	144	50	35
124	146	51	33
130	148	50	30
138	148	52	26
143	146	52	27
151	147	50	25
156	146	47	23
159	145	51	24
162	145	52	23
163	144	53	23
168	144	52	23
171	143	51	23
172	144	53	23
173	142	53	23
176	142	52	23
177	142	51	23
178	144	51	20
179	145	48	19
177	147	50	20
177	146	48	21
176	146	49	21
172	146	52	22
170	147	51	22
167	147	51	23
165	146	50	23
163	148	51	23
157	150	52	23
154	152	52	23
150	152	51	23
146	152	51	25
143	153	48	26
139	154	48	26
133	154	47	28
126	154	49	29
122	154	48	31
117	154	48	31
113	152	47	35
107	153	46	36
103	152	44	36
99	151	43	37
94	151	44	38
90	149	44	41
90	151	42	40
86	149	42	43
81	147	43	43
84	148	37	46
77	145	41	45
78	146	36	46
78	144	35	47
76	146	35	44
77	142	32	49
75	138	34	50
74	137	37	50
74	142	34	45
75	137	36	49
76	137	37	48
79	138	36	47
81	138	38	46
84	137	38	46
87	139	40	45
90	138	42	42
96	139	38	42
99	139	40	40
104	139	40	36
106	141	44	36
110	141	46	32
115	141	47	30
117	141	50	25
125	141	48	24
133	142	45	19
136	139	45	20
141	137	45	20
147	136	45	20
153	136	41	17
156	135	43	18
158	133	45	18
163	132	44	18
165	129	42	19
165	129	46	19
170	128	45	18
168	128	49	19
170	127	48	19
171	126	49	18
170	126	49	20
170	124	48	19
170	124	46	19
170	125	45	20
167	125	48	20
164	126	50	21
162	130	52	18
157	130	56	21
154	132	58	19
151	134	56	20
148	136	57	19
144	138	58	21
140	140	55	21
137	143	53	22
132	146	51	25
128	146	48	29
123	148	47	30
119	148	46	34
113	149	47	35
108	151	48	36
103	150	45	36
101	152	45	37
96	151	44	39
89	151	45	40
88	150	42	40
86	150	42	42
83	151	42	42
81	147	42	45
81	149	40	44
80	145	39	45
78	142	38	48
78	143	37	44
77	140	36	45
78	138	36	47
78	137	37	47
80	137	35	46
81	138	35	47
81	138	36	46
84	137	36	46
85	135	38	46
89	135	38	45
90	139	38	41
93	137	40	40
97	138	40	36
101	138	38	35
105	139	43	34
109	140	41	33
113	138	40	32
118	140	40	32
124	136	42	31
130	136	42	31
138	135	36	31
143	133	39	30
149	132	35	31
157	130	33	33
160	128	33	33
162	128	33	33
165	126	30	34
168	127	28	32
172	126	27	33
172	125	27	30
176	123	23	33
179	125	22	30
180	125	21	28
178	127	25	28
176	127	24	30
175	127	27	31
174	129	26	29
176	128	22	32
173	131	24	29
170	133	27	29
168	134	28	28
164	135	28	28
160	137	29	29
159	139	26	32
156	142	25	31
151	143	25	32
145	144	25	33
141	146	26	33
137	149	24	34
128	150	29	35
126	151	26	37
121	155	25	34
115	156	26	33
110	158	26	32
107	161	23	29
103	160	21	30
97	163	25	29
89	163	27	27
92	166	22	28
89	166	25	27
84	166	24	26
81	166	25	28
80	167	24	27
80	168	20	25
79	168	20	26
76	169	23	23
74	170	24	24
74	172	24	24
73	173	24	24
74	174	24	24
74	177	25	25
76	177	25	25
78	177	25	25
82	178	25	25
86	177	29	26
88	179	32	24
95	180	32	22
99	179	33	24
105	178	35	25
105	179	37	24
113	177	37	26
118	174	38	28
123	174	40	30
131	170	40	33
138	169	42	33
144	167	43	34
151	163	44	36
164	162	40	36
170	157	44	38
177	155	41	39
180	153	44	40
186	149	42	42
192	147	43	43
195	143	43	46
197	141	42	48
202	138	40	49
206	137	38	51
206	136	38	51
208	135	35	53
209	133	35	54
210	131	35	54
206	130	37	54
206	130	40	56
203	129	41	57
198	129	43	58
195	129	45	57
192	129	45	55
187	129	45	55
180	129	50	54
176	130	46	54
167	131	50	52
161	134	52	52
153	134	52	49
143	136	51	47
133	139	54	45
126	141	57	43
119	142	57	39
108	144	57	38
102	147	55	32
92	150	57	28
85	150	54	27
80	150	54	25
74	150	53	25
69	150	53	24
65	149	54	24
60	150	55	22
59	150	53	23
56	149	53	23
54	149	52	24
54	149	47	23
50	146	51	27
52	146	52	25
52	145	54	24
59	144	49	24
59	145	52	23
62	143	53	23
66	142	56	23
67	141	59	22
72	142	59	21
78	141	56	21
87	138	56	23
90	136	59	24
94	135	60	23
103	133	57	25
114	132	51	25
121	128	52	32
129	123	51	33
139	123	49	37
145	120	46	38
156	115	42	42
163	114	42	42
169	113	43	43
178	110	38	43
184	107	38	47
191	106	34	46
195	104	35	46
201	102	32	49
203	101	34	50
208	100	33	50
209	100	33	48
211	102	32	49
211	102	32	48
211	105	31	45
211	103	30	47
213	103	30	49
208	101	34	52
206	105	34	49
204	108	33	47
198	109	35	47
194	113	36	47
189	116	37	45
186	118	37	45
180	121	38	44
174	125	39	41
166	127	42	40
155	131	44	39
151	134	45	38
144	141	45	33
134	144	47	31
126	149	51	27
117	152	50	25
111	154	50	23
104	155	48	23
98	156	45	22
88	155	48	23
83	156	49	22
79	155	50	22
76	156	49	22
75	155	50	22
70	153	52	22
69	154	48	23
66	152	47	22
67	151	43	21
65	151	49	20
67	150	48	21
68	148	48	21
70	147	49	21
73	146	49	22
74	147	50	22
78	146	53	22
83	147	55	19
88	145	53	22
89	147	55	19
96	146	56	22
100	147	56	21
107	145	56	23
111	145	57	24
119	144	55	25
128	141	53	30
138	138	51	32
147	139	47	32
153	135	45	35
161	130	45	38
168	129	44	39
176	125	42	42
181	123	42	42
187	121	40	42
194	116	37	47
198	114	37	48
204	113	34	48
209	113	32	48
211	111	34	50
214	109	33	51
216	108	33	51
218	108	31	52
219	108	29	52
221	111	28	47
